0,City,Country,Latitude,Temperature,Humidity,Cloud Cover,Wind Speed,Date
<citipy.citipy.City object at 0x000001BC4B07CA90>,yuli,tw,10.52,63.9,41,0,6.76,1518832856
<citipy.citipy.City object at 0x000001BC498A3C50>,arinos,br,-15.92,74.29,63,80,7.43,1518832857
<citipy.citipy.City object at 0x000001BC4A7D9D68>,tromso,no,69.65,2.07,100,24,2.1,1518832857
<citipy.citipy.City object at 0x000001BC4AF9AF60>,babanusah,sd,,,,,,
<citipy.citipy.City object at 0x000001BC4A594128>,zaysan,kz,47.47,9.49,88,88,3.22,1518832857
<citipy.citipy.City object at 0x000001BC49885EF0>,padilla,bo,3.23,77,69,75,6.93,1518829200
<citipy.citipy.City object at 0x000001BC4AD499B0>,bilibino,ru,68.06,-4.78,77,32,2.39,1518832858
<citipy.citipy.City object at 0x000001BC49980EF0>,santa isabel do rio negro,br,-0.41,73.57,100,76,4.74,1518832858
<citipy.citipy.City object at 0x000001BC4A8432B0>,talara,pe,-4.58,76.81,76,56,6.87,1518832703
<citipy.citipy.City object at 0x000001BC4B516908>,isangel,vu,-19.55,82.48,96,76,17.43,1518832858
<citipy.citipy.City object at 0x000001BC49B0D4E0>,yumen,cn,40.29,23.22,96,80,5.64,1518832859
<citipy.citipy.City object at 0x000001BC4AE60278>,nizhniy baskunchak,ru,48.22,14.26,87,68,12.95,1518832859
<citipy.citipy.City object at 0x000001BC4A8514E0>,namatanai,pg,-3.66,84.19,96,8,13.18,1518832859
<citipy.citipy.City object at 0x000001BC49A97978>,valdivia,cl,-39.81,62.6,88,36,5.82,1518829200
<citipy.citipy.City object at 0x000001BC49AB45C0>,dayong,cn,11.74,81.04,97,0,14.36,1518832860
<citipy.citipy.City object at 0x000001BC4AEB4AC8>,provideniya,ru,64.42,31.99,91,92,29.01,1518832860
<citipy.citipy.City object at 0x000001BC4A621588>,grand river south east,mu,,,,,,
<citipy.citipy.City object at 0x000001BC49A8B1D0>,ancud,cl,-41.87,61.47,98,92,5.08,1518832861
<citipy.citipy.City object at 0x000001BC4AF9AD30>,victoria,sc,5.28,78.82,94,90,3.36,1518831000
<citipy.citipy.City object at 0x000001BC4AB41278>,doctor pedro p. pena,py,,,,,,
<citipy.citipy.City object at 0x000001BC498BD6A0>,cabedelo,br,-6.97,78.8,83,75,6.93,1518829200
<citipy.citipy.City object at 0x000001BC49D45320>,constantine,dz,36.36,46.4,87,0,2.24,1518831000
<citipy.citipy.City object at 0x000001BC499799E8>,rio grande,br,-32.03,71.82,88,20,14.92,1518832707
<citipy.citipy.City object at 0x000001BC4B519198>,vaitupu,wf,,,,,,
<citipy.citipy.City object at 0x000001BC49AD07F0>,jinji,cn,22.16,77.67,58,12,6.91,1518832863
<citipy.citipy.City object at 0x000001BC4AF44DD8>,ust-nera,ru,64.57,-16.48,64,12,2.55,1518832863
<citipy.citipy.City object at 0x000001BC4A74BA90>,noumea,nc,-22.28,80.6,88,90,18.34,1518831000
<citipy.citipy.City object at 0x000001BC4A58CF28>,lisakovsk,kz,52.55,8.59,73,68,3,1518832863
<citipy.citipy.City object at 0x000001BC49B11198>,zhangjiakou,cn,40.77,28.48,30,24,1.72,1518832864
<citipy.citipy.City object at 0x000001BC4A6ED160>,sonoita,mx,31.68,54.03,93,90,3.36,1518831360
<citipy.citipy.City object at 0x000001BC4B132C88>,homer,us,59.64,33.8,64,1,9.17,1518828780
<citipy.citipy.City object at 0x000001BC49BCE898>,ponta do sol,cv,-20.63,64.71,94,80,3.85,1518832865
<citipy.citipy.City object at 0x000001BC4A0DE0B8>,palabuhanratu,id,,,,,,
<citipy.citipy.City object at 0x000001BC4A7FA2B0>,wanaka,nz,-44.7,68.17,30,0,4.74,1518832865
<citipy.citipy.City object at 0x000001BC49F003C8>,qaqortoq,gl,60.72,6.8,46,44,4.7,1518832200
<citipy.citipy.City object at 0x000001BC4A5EC978>,tsihombe,mg,,,,,,
<citipy.citipy.City object at 0x000001BC4AF44550>,ust-kamchatsk,ru,,,,,,
<citipy.citipy.City object at 0x000001BC4B1D4E80>,makakilo city,us,21.35,78.35,57,20,10.29,1518829020
<citipy.citipy.City object at 0x000001BC4A7E4A20>,bluff,nz,-23.58,88.29,79,24,4.41,1518832866
<citipy.citipy.City object at 0x000001BC49A53630>,impfondo,cg,1.62,74.34,96,36,3.33,1518832866
<citipy.citipy.City object at 0x000001BC4A588C18>,emba,kz,34.81,54.79,87,75,9.17,1518831000
<citipy.citipy.City object at 0x000001BC4A746E80>,luderitz,na,-26.65,62.6,82,0,3.36,1518829200
<citipy.citipy.City object at 0x000001BC4A0DAE10>,mlonggo,id,-6.53,82.57,88,48,6.02,1518832867
<citipy.citipy.City object at 0x000001BC49B84160>,san andres,co,13.32,80.32,100,56,6.35,1518832868
<citipy.citipy.City object at 0x000001BC4B53D390>,umzimvubu,za,,,,,,
<citipy.citipy.City object at 0x000001BC4978C0F0>,necochea,ar,-38.55,75.69,63,24,16.87,1518832868
<citipy.citipy.City object at 0x000001BC4AF9A080>,riyadh,sa,24.63,66.2,29,0,6.93,1518829200
<citipy.citipy.City object at 0x000001BC4AF16F60>,talaya,ru,55.79,-0.73,79,68,6.76,1518832869
<citipy.citipy.City object at 0x000001BC499BD630>,vila velha,br,-3.71,74.52,100,92,5.3,1518832869
<citipy.citipy.City object at 0x000001BC4AF266A0>,togur,ru,58.36,2.52,88,76,7.58,1518832869
<citipy.citipy.City object at 0x000001BC4A4156A0>,wajima,jp,37.4,30.2,100,90,10.29,1518829200
<citipy.citipy.City object at 0x000001BC4AFE6748>,saint-louis,sn,47.59,40.23,86,75,6.93,1518831000
<citipy.citipy.City object at 0x000001BC4AEEA9E8>,silikatnyy,ru,53.99,1.4,84,64,2.24,1518829200
<citipy.citipy.City object at 0x000001BC49A533C8>,djambala,cg,-2.55,71.91,97,88,7.87,1518832871
<citipy.citipy.City object at 0x000001BC4B54E160>,mutoko,zw,-17.4,68.98,91,8,4.74,1518832871
<citipy.citipy.City object at 0x000001BC4AD71F98>,dauriya,ru,49.93,4.14,58,0,4.74,1518832874
<citipy.citipy.City object at 0x000001BC4B132BA8>,fairbanks,us,64.84,14.04,92,1,2.77,1518830880
<citipy.citipy.City object at 0x000001BC4A0E14E0>,pemangkat,id,,,,,,
<citipy.citipy.City object at 0x000001BC4ADAC9E8>,iskateley,ru,67.68,18.54,90,88,21.97,1518832875
<citipy.citipy.City object at 0x000001BC49D733C8>,aswan,eg,24.09,55.4,37,0,2.24,1518829200
<citipy.citipy.City object at 0x000001BC4A5825C0>,charlestown,kn,41.38,42.98,82,0,10.29,1518832440
<citipy.citipy.City object at 0x000001BC4AF9A9E8>,honiara,sb,-9.43,87.8,66,75,11.41,1518829200
<citipy.citipy.City object at 0x000001BC49DFF080>,chateauroux,fr,43.72,52.63,82,0,1.12,1518831000
<citipy.citipy.City object at 0x000001BC4AED1828>,saskylakh,ru,71.97,-18.1,53,56,3.33,1518832876
<citipy.citipy.City object at 0x000001BC4AF44BE0>,ust-kuyga,ru,70,-22.15,64,36,3.89,1518832877
<citipy.citipy.City object at 0x000001BC49927208>,laguna,br,27.52,73.4,64,75,9.17,1518828000
<citipy.citipy.City object at 0x000001BC49AF92E8>,tianpeng,cn,28.88,55.8,98,32,6.87,1518832877
<citipy.citipy.City object at 0x000001BC49B07B38>,yatou,cn,3.63,78.8,100,75,2.24,1518829200
<citipy.citipy.City object at 0x000001BC4A0DAC88>,meulaboh,id,4.14,82.48,100,0,4.74,1518832878
<citipy.citipy.City object at 0x000001BC4A1BFE48>,jagdalpur,in,19.09,69.79,45,0,4.63,1518832878
<citipy.citipy.City object at 0x000001BC4A82D5C0>,ilo,pe,-17.65,63.72,96,0,2.21,1518832878
<citipy.citipy.City object at 0x000001BC49AD0668>,jining,cn,35.41,42.66,62,88,13.47,1518832878
<citipy.citipy.City object at 0x000001BC49F002B0>,paamiut,gl,61.99,15.66,100,20,14.36,1518832879
<citipy.citipy.City object at 0x000001BC4A6F7198>,tecolutilla,mx,18.28,77,69,5,6.93,1518828000
<citipy.citipy.City object at 0x000001BC4978CA20>,rawson,ar,-43.3,63.31,57,0,5.41,1518832879
<citipy.citipy.City object at 0x000001BC497BB588>,emerald,au,-23.53,93.46,59,12,4.79,1518832880
<citipy.citipy.City object at 0x000001BC4A3FEE80>,shimoda,jp,34.7,51.8,100,20,16.11,1518829200
<citipy.citipy.City object at 0x000001BC49782B70>,luanda,ao,-8.83,82.4,83,40,5.82,1518829200
<citipy.citipy.City object at 0x000001BC49A1F978>,roberval,ca,48.51,3.2,59,20,5.82,1518829200
<citipy.citipy.City object at 0x000001BC49AD27B8>,kaili,cn,-3.46,85.77,52,36,1.28,1518832881
<citipy.citipy.City object at 0x000001BC499E2B00>,carberry,ca,49.87,5,77,75,5.82,1518829200
<citipy.citipy.City object at 0x000001BC4AD262B0>,anadyr,ru,64.73,32,96,90,22.37,1518831000
<citipy.citipy.City object at 0x000001BC4A6129E8>,nouakchott,mr,18.08,62.59,97,88,13.91,1518832881
<citipy.citipy.City object at 0x000001BC4AFD72E8>,bonthe,sl,7.53,76.72,84,0,5.41,1518832882
<citipy.citipy.City object at 0x000001BC4A62A320>,thinadhoo,mv,0.53,80.46,100,64,3.89,1518832882
<citipy.citipy.City object at 0x000001BC4AF2EF60>,tumannyy,ru,,,,,,
<citipy.citipy.City object at 0x000001BC4AA0FF98>,san juan,ph,18.47,73.4,94,40,4.7,1518828960
<citipy.citipy.City object at 0x000001BC4AEF1358>,smolenka,ru,54.15,28.89,93,80,14.58,1518832884
<citipy.citipy.City object at 0x000001BC49738F60>,sharjah,ae,25.36,62.33,60,0,5.82,1518829200
<citipy.citipy.City object at 0x000001BC4AF9A908>,buala,sb,-8.15,86.4,76,64,11.61,1518832884
<citipy.citipy.City object at 0x000001BC4A2F9860>,olafsvik,is,,,,,,
<citipy.citipy.City object at 0x000001BC4A3A96D8>,qafqafa,jo,32.35,51.8,81,75,5.82,1518832800
<citipy.citipy.City object at 0x000001BC498F5DA0>,goiatuba,br,-18.02,70.74,81,44,2.89,1518832885
<citipy.citipy.City object at 0x000001BC49992668>,sao jose da coroa grande,br,-8.9,73.26,100,88,2.77,1518832886
<citipy.citipy.City object at 0x000001BC4A4E7438>,madison,us,43.07,18.93,53,1,9.17,1518830100
<citipy.citipy.City object at 0x000001BC49D43F60>,adrar,dz,27.87,59,18,40,8.05,1518829200
<citipy.citipy.City object at 0x000001BC49749080>,codrington,ag,-28.95,74.83,90,80,6.13,1518832886
<citipy.citipy.City object at 0x000001BC4A4099E8>,tateyama,jp,36.66,39.2,69,75,17.22,1518830340
<citipy.citipy.City object at 0x000001BC4A6D10B8>,puerto escondido,mx,15.86,80.6,74,40,1.99,1518828000
<citipy.citipy.City object at 0x000001BC4AF97F98>,najran,sa,17.54,59,24,0,3.56,1518829200
<citipy.citipy.City object at 0x000001BC49AB8908>,dunhua,cn,43.37,6.88,59,32,11.95,1518832887
<citipy.citipy.City object at 0x000001BC4A4420B8>,winnemucca,us,40.97,39.2,35,1,9.17,1518832560
<citipy.citipy.City object at 0x000001BC4AF4BDA0>,vanavara,ru,60.35,-6.85,73,48,4.85,1518832888
<citipy.citipy.City object at 0x000001BC4AFE6390>,oussouye,sn,12.49,75.2,41,88,4.7,1518829200
<citipy.citipy.City object at 0x000001BC4A7E4588>,alofi,nu,-19.06,84.2,62,75,17.22,1518829200
<citipy.citipy.City object at 0x000001BC4AFDFC18>,dakar,sn,14.69,62.6,88,80,9.17,1518829200
<citipy.citipy.City object at 0x000001BC4AECD550>,samoded,ru,63.61,13.54,88,80,4.29,1518832889
<citipy.citipy.City object at 0x000001BC4B032A90>,hisor,tj,38.53,35.6,93,40,4.47,1518831000
<citipy.citipy.City object at 0x000001BC49EF52B0>,saint-georges,gf,46.12,13.63,56,0,10.04,1518832889
<citipy.citipy.City object at 0x000001BC4AD451D0>,berdigestyakh,ru,62.1,-7.93,62,56,6.08,1518832890
<citipy.citipy.City object at 0x000001BC4AD33400>,ayan,ru,40.67,22.99,77,8,2.21,1518832890
<citipy.citipy.City object at 0x000001BC497C8748>,portland,au,45.52,50,81,90,6.93,1518830940
<citipy.citipy.City object at 0x000001BC49A169B0>,pangnirtung,ca,66.15,-31.24,52,0,4.07,1518832890
<citipy.citipy.City object at 0x000001BC4AB149E8>,lagoa,pt,37.14,48.2,93,0,4.7,1518831000
<citipy.citipy.City object at 0x000001BC49A126A0>,norman wells,ca,65.28,12.2,72,75,18.34,1518829200
<citipy.citipy.City object at 0x000001BC4A603400>,nara,ml,34.68,47.34,52,40,23.04,1518829200
<citipy.citipy.City object at 0x000001BC49924358>,juquitiba,br,-23.93,65.35,82,40,9.17,1518829380
<citipy.citipy.City object at 0x000001BC49F00198>,nuuk,gl,64.17,8.6,92,8,14.99,1518832200
<citipy.citipy.City object at 0x000001BC4AF9ABA8>,kirakira,sb,-10.46,84.69,100,8,13.62,1518832658
<citipy.citipy.City object at 0x000001BC4A7F3320>,ruatoria,nz,,,,,,
<citipy.citipy.City object at 0x000001BC4997DFD0>,salinopolis,br,-0.61,79.65,99,76,9.33,1518832896
<citipy.citipy.City object at 0x000001BC4AB37F98>,airai,pw,-8.93,79.02,76,64,2.1,1518832896
<citipy.citipy.City object at 0x000001BC4AE87128>,ossora,ru,59.24,20.47,88,44,16.08,1518832896
<citipy.citipy.City object at 0x000001BC4AF59198>,verkhoyansk,ru,67.55,-24.94,73,56,2.51,1518832897
<citipy.citipy.City object at 0x000001BC4A60D630>,hovd,mn,63.83,32.77,100,90,5.82,1518830400
<citipy.citipy.City object at 0x000001BC4AE04A58>,kropotkin,ru,45.43,35.14,92,44,11.61,1518832897
<citipy.citipy.City object at 0x000001BC4A84E320>,daru,pg,7.99,75.82,70,0,7.31,1518832897
<citipy.citipy.City object at 0x000001BC4B51C4A8>,saleaula,ws,,,,,,
<citipy.citipy.City object at 0x000001BC4B5352E8>,plettenberg bay,za,-34.05,65.52,100,56,9.6,1518832898
<citipy.citipy.City object at 0x000001BC4A5DA518>,nalut,ly,31.86,41.71,92,76,2.84,1518832898
<citipy.citipy.City object at 0x000001BC4A585438>,aksu,kz,52.04,-9.41,83,75,2.24,1518831000
<citipy.citipy.City object at 0x000001BC4A2F9588>,husavik,is,50.56,13.86,78,48,10.16,1518832899
<citipy.citipy.City object at 0x000001BC4A661FD0>,coahuayana,mx,18.62,64.57,67,0,2.06,1518832899
<citipy.citipy.City object at 0x000001BC49AC1A20>,hami,cn,42.84,27.31,76,80,6.24,1518832899
<citipy.citipy.City object at 0x000001BC4B535400>,port elizabeth,za,39.31,46.44,61,20,11.41,1518832500
<citipy.citipy.City object at 0x000001BC4A84EA58>,kieta,pg,-6.22,83.38,91,8,11.12,1518832900
<citipy.citipy.City object at 0x000001BC49D45160>,aflu,dz,,,,,,
<citipy.citipy.City object at 0x000001BC4B502208>,ciudad bolivar,ve,8.12,79.47,65,68,11.39,1518832901
<citipy.citipy.City object at 0x000001BC498A3F98>,arraial do cabo,br,-22.97,74.11,99,20,5.91,1518832901
<citipy.citipy.City object at 0x000001BC4B0027F0>,adre,td,13.47,71.19,39,88,10.38,1518832901
<citipy.citipy.City object at 0x000001BC49AEDDA0>,sanming,cn,26.24,62.01,76,44,2.84,1518832901
<citipy.citipy.City object at 0x000001BC4AD4F6A0>,bograd,ru,54.22,-2.21,77,40,2.84,1518831000
<citipy.citipy.City object at 0x000001BC4A5A5588>,harper,lr,30.3,63.27,39,90,6.93,1518830100
<citipy.citipy.City object at 0x000001BC4AFE7D30>,hobyo,so,5.35,75.24,86,64,16.31,1518832902
<citipy.citipy.City object at 0x000001BC4A74E518>,vao,nc,59.1,21.19,92,80,5.91,1518832902
<citipy.citipy.City object at 0x000001BC49A06E80>,louisbourg,ca,,,,,,
<citipy.citipy.City object at 0x000001BC49A3ADA0>,wawa,ca,9.9,70.74,43,0,7.54,1518832903
<citipy.citipy.City object at 0x000001BC4AD56358>,bolshoye nagatkino,ru,54.52,1.4,84,56,2.24,1518829200
<citipy.citipy.City object at 0x000001BC4B52E780>,kruisfontein,za,-34,63.54,92,76,6.35,1518832904
<citipy.citipy.City object at 0x000001BC4ADD59B0>,kichmengskiy gorodok,ru,59.99,15.07,87,92,6.91,1518832904
<citipy.citipy.City object at 0x000001BC4A5DA208>,marzuq,ly,14.4,34.33,89,0,2.33,1518832904
<citipy.citipy.City object at 0x000001BC499BF6D8>,clarence town,bs,-32.59,80.6,57,40,16.11,1518831000
<citipy.citipy.City object at 0x000001BC499AD9E8>,touros,br,-5.2,74.92,100,92,6.58,1518832905
<citipy.citipy.City object at 0x000001BC49E13160>,gueret,fr,46.17,50,100,92,6.93,1518831000
<citipy.citipy.City object at 0x000001BC49A4F5C0>,ippy,cf,6.26,68.98,91,44,7.09,1518832905
<citipy.citipy.City object at 0x000001BC49AB8B70>,encheng,cn,22.74,67.99,84,76,5.57,1518832905
<citipy.citipy.City object at 0x000001BC4A553128>,rocha,uy,-34.48,68.04,71,0,11.61,1518832906
<citipy.citipy.City object at 0x000001BC4A74BB70>,ouegoa,nc,-20.34,79.29,87,80,15.86,1518832906
<citipy.citipy.City object at 0x000001BC4A774B00>,wiwili,ni,13.63,65.56,97,100,2.51,1518832906
<citipy.citipy.City object at 0x000001BC49784908>,bahia blanca,ar,-38.72,69.07,100,64,0.98,1518832839
<citipy.citipy.City object at 0x000001BC4A612710>,atar,mr,20.52,62.41,88,92,3.56,1518832907
<citipy.citipy.City object at 0x000001BC4AF8DAC8>,zheshart,ru,62.09,13.59,82,80,6.35,1518832907
<citipy.citipy.City object at 0x000001BC4AD73B00>,deputatskiy,ru,69.3,-21.16,58,0,3,1518832907
<citipy.citipy.City object at 0x000001BC49A972E8>,talcahuano,cl,-36.72,64.4,77,0,9.17,1518829200
<citipy.citipy.City object at 0x000001BC49DA00F0>,los llanos de aridane,es,28.66,60.8,72,0,10.29,1518831000
<citipy.citipy.City object at 0x000001BC4AED3710>,sedkyrkeshch,ru,61.72,14,92,90,4.47,1518831000
<citipy.citipy.City object at 0x000001BC4B51C7B8>,samusu,ws,,,,,,
<citipy.citipy.City object at 0x000001BC49969400>,pocos de caldas,br,-21.79,65.25,89,32,2.84,1518832909
<citipy.citipy.City object at 0x000001BC4AFC40B8>,longyearbyen,sj,78.22,6.8,77,0,5.82,1518828600
<citipy.citipy.City object at 0x000001BC4A59E748>,kalmunai,lk,7.42,76.18,89,8,6.35,1518832909
<citipy.citipy.City object at 0x000001BC497C55F8>,mount isa,au,-20.73,104,11,32,17.22,1518831300
<citipy.citipy.City object at 0x000001BC4A8519B0>,samarai,pg,-10.62,85.36,94,0,20.74,1518832910
<citipy.citipy.City object at 0x000001BC4B50D9E8>,bac lieu,vn,,,,,,
<citipy.citipy.City object at 0x000001BC4A7AFA90>,finnsnes,no,69.23,-11.21,76,24,2.33,1518830400
<citipy.citipy.City object at 0x000001BC4A266CC0>,port blair,in,11.67,79.78,100,0,8.77,1518832911
<citipy.citipy.City object at 0x000001BC4A4B2940>,ada,us,47.3,21.16,62,1,18.34,1518832380
<citipy.citipy.City object at 0x000001BC49A2AAC8>,senneterre,ca,48.39,5,77,5,4.7,1518829200
<citipy.citipy.City object at 0x000001BC4B5138D0>,qui nhon,vn,,,,,,
<citipy.citipy.City object at 0x000001BC4A6F3F60>,tecoanapa,mx,16.99,80.6,78,40,8.05,1518828240
<citipy.citipy.City object at 0x000001BC4B516CC0>,vila,vu,45.18,39.2,100,90,5.82,1518830400
<citipy.citipy.City object at 0x000001BC4A6A6240>,los altos,mx,-28.05,72.67,78,36,3.11,1518832860
<citipy.citipy.City object at 0x000001BC4AF519E8>,verkhnevilyuysk,ru,63.45,-7.57,62,64,4,1518832913
<citipy.citipy.City object at 0x000001BC4A5E6470>,ambodifototra,mg,,,,,,
<citipy.citipy.City object at 0x000001BC4A7EB048>,kaitangata,nz,-46.28,68.49,51,8,20.62,1518832913
<citipy.citipy.City object at 0x000001BC4AB45A90>,lima,py,-12.06,61.06,91,32,0.87,1518832806
<citipy.citipy.City object at 0x000001BC4AF34588>,tura,ru,25.52,65.34,76,0,2.73,1518832914
<citipy.citipy.City object at 0x000001BC49F3F748>,kamarai,gr,38.3,51.8,71,20,11.41,1518828600
<citipy.citipy.City object at 0x000001BC49EFDC18>,aasiaat,gl,68.71,10.17,100,56,5.08,1518832914
<citipy.citipy.City object at 0x000001BC4AF22400>,terney,ru,45.05,21.42,100,24,20.89,1518832915
<citipy.citipy.City object at 0x000001BC4AE2B6A0>,lyuban,ru,52.8,24.97,93,68,6.87,1518832915
<citipy.citipy.City object at 0x000001BC49AFD080>,wanning,cn,48.64,33.8,82,75,4.7,1518830400
<citipy.citipy.City object at 0x000001BC4AF226D8>,teya,ru,21.05,78.8,57,5,11.41,1518828240
<citipy.citipy.City object at 0x000001BC49CB0278>,meitingen,de,48.55,32,97,90,6.93,1518832200
<citipy.citipy.City object at 0x000001BC4AA42198>,siocon,ph,11.03,81.49,100,32,5.08,1518832916
<citipy.citipy.City object at 0x000001BC4A851128>,lorengau,pg,-2.02,82.71,100,64,13.29,1518832916
<citipy.citipy.City object at 0x000001BC4AF9DF98>,marawi,sd,8,75.24,91,48,0.72,1518832916
<citipy.citipy.City object at 0x000001BC4AE43940>,mirnyy,ru,56.57,20.92,89,92,9.93,1518832917
<citipy.citipy.City object at 0x000001BC498C3B70>,camocim,br,-2.9,75.19,95,48,5.23,1518832917
<citipy.citipy.City object at 0x000001BC4A3A6160>,morant bay,jm,17.88,80.6,78,20,4.7,1518829200
<citipy.citipy.City object at 0x000001BC497C5BA8>,nelson bay,au,-32.72,80.6,57,40,16.11,1518831000
<citipy.citipy.City object at 0x000001BC4B132B00>,college,us,64.86,14,92,1,2.77,1518830880
<citipy.citipy.City object at 0x000001BC4A6127F0>,bababe,mr,,,,,,
<citipy.citipy.City object at 0x000001BC4B54B3C8>,chegutu,zw,-18.13,64.35,92,32,3.62,1518832918
<citipy.citipy.City object at 0x000001BC4A7EBC88>,manutuke,nz,-38.68,77.98,56,76,10.33,1518832918
<citipy.citipy.City object at 0x000001BC4978C710>,presidencia roque saenz pena,ar,-26.79,82.93,55,20,9.89,1518832919
<citipy.citipy.City object at 0x000001BC4A8C4710>,cabra,ph,37.47,40.93,93,76,1.77,1518831000
<citipy.citipy.City object at 0x000001BC498A1630>,araguacu,br,,,,,,
<citipy.citipy.City object at 0x000001BC4A585390>,aksay,kz,47.27,32.89,96,92,9.82,1518832919
<citipy.citipy.City object at 0x000001BC4977F978>,rincon,an,32.3,69.8,60,1,6.76,1518831300
<citipy.citipy.City object at 0x000001BC4A0D3D68>,labuhan,id,-2.54,91.03,53,12,2.62,1518832920
<citipy.citipy.City object at 0x000001BC49E3E3C8>,plouzane,fr,48.38,40.1,93,0,3.36,1518831000
<citipy.citipy.City object at 0x000001BC4A3E9F98>,naze,jp,5.43,74.79,92,0,9.89,1518832921
<citipy.citipy.City object at 0x000001BC4B08FF60>,masuguru,tz,-11.38,72.49,94,12,5.53,1518832921
<citipy.citipy.City object at 0x000001BC4B140DA0>,mountain home,us,43.13,39.2,51,90,6.93,1518829080
<citipy.citipy.City object at 0x000001BC4AF678D0>,vostok,ru,46.45,7.56,57,44,5.12,1518832921
<citipy.citipy.City object at 0x000001BC498C76A0>,campos altos,br,-19.7,62.82,97,76,3.85,1518832921
<citipy.citipy.City object at 0x000001BC4A3B5940>,fukue,jp,35.03,45.36,65,20,25.28,1518829200
<citipy.citipy.City object at 0x000001BC4AD6AC18>,chernyshevskiy,ru,63.01,-10.54,70,48,3.62,1518832922
<citipy.citipy.City object at 0x000001BC49917F28>,jacareacanga,br,-6.22,77.85,87,20,2.06,1518832922
<citipy.citipy.City object at 0x000001BC4AEF1B38>,sobolevo,ru,54.43,26.82,95,88,8.32,1518832922
<citipy.citipy.City object at 0x000001BC49965BA8>,pitimbu,br,-7.47,78.8,83,75,6.93,1518829200
<citipy.citipy.City object at 0x000001BC4988A358>,puerto quijarro,bo,-19,77.08,90,44,1.99,1518832923
<citipy.citipy.City object at 0x000001BC497BE400>,hervey bay,au,-25.3,81.36,91,32,11.56,1518832923
<citipy.citipy.City object at 0x000001BC499DFD30>,burns lake,ca,54.23,17.77,74,20,1.54,1518832923
<citipy.citipy.City object at 0x000001BC4A82A048>,desaguadero,pe,-16.56,44.55,95,88,1.88,1518832924
<citipy.citipy.City object at 0x000001BC4AFE7630>,bereda,so,43.27,42.97,100,92,2.33,1518832924
<citipy.citipy.City object at 0x000001BC4A0DA5F8>,maumere,id,-8.63,77.04,100,92,12.46,1518832924
<citipy.citipy.City object at 0x000001BC4B1AD5C0>,key west,us,47.93,21.49,73,90,11.41,1518832560
<citipy.citipy.City object at 0x000001BC4A749550>,opuwo,na,-18.06,54.9,74,0,3.33,1518832925
<citipy.citipy.City object at 0x000001BC49DC97B8>,gimbi,et,8.81,43.47,84,0,2.33,1518832925
<citipy.citipy.City object at 0x000001BC4AE97C88>,petropavlovsk-kamchatskiy,ru,53.05,24.8,49,0,2.24,1518831000
<citipy.citipy.City object at 0x000001BC4AA9A9B0>,keti bandar,pk,24.14,72.94,97,0,7.81,1518832925
<citipy.citipy.City object at 0x000001BC4AFE7240>,bandarbeyla,so,9.49,74.7,100,92,15.59,1518832926
<citipy.citipy.City object at 0x000001BC4AB07240>,camacha,pt,33.08,57.2,82,20,5.82,1518831000
<citipy.citipy.City object at 0x000001BC4A7432B0>,beira,mz,43.2,42.8,100,40,3.36,1518831000
<citipy.citipy.City object at 0x000001BC4A2F9C18>,vestmannaeyjar,is,63.44,34.92,100,48,10.45,1518832927
<citipy.citipy.City object at 0x000001BC4AAA7E10>,ormara,pk,25.21,68.08,98,12,3.62,1518832927
<citipy.citipy.City object at 0x000001BC4A828240>,chilca,pe,-13.22,57.2,54,75,3.36,1518829200
<citipy.citipy.City object at 0x000001BC49DD8320>,lapua,fi,62.97,18.59,92,90,2.55,1518830400
<citipy.citipy.City object at 0x000001BC4A6214E0>,grand gaube,mu,-20.01,78.8,94,20,12.62,1518829200
<citipy.citipy.City object at 0x000001BC4ADE1080>,kochkurovo,ru,54.03,3.6,73,44,5.53,1518832928
<citipy.citipy.City object at 0x000001BC49D64A90>,paldiski,ee,59.35,17.6,92,75,4.7,1518832200
<citipy.citipy.City object at 0x000001BC499A5240>,tapaua,br,,,,,,
<citipy.citipy.City object at 0x000001BC4A7AD630>,bud,no,62.91,35.71,100,64,9.17,1518830400
<citipy.citipy.City object at 0x000001BC4AF9AC50>,lata,sb,30.78,39.6,80,24,2.21,1518832929
<citipy.citipy.City object at 0x000001BC4A2DC048>,baghdad,iq,33.3,59,93,90,8.05,1518829200
<citipy.citipy.City object at 0x000001BC4AF22D68>,tilichiki,ru,60.47,15.43,88,68,4.23,1518832930
<citipy.citipy.City object at 0x000001BC498B3A90>,boa vista,br,2.82,78.8,88,75,5.01,1518832800
<citipy.citipy.City object at 0x000001BC49AB3C88>,dandong,cn,40.12,26.1,24,0,3.78,1518832931
<citipy.citipy.City object at 0x000001BC49BB9320>,santa cruz,cr,36.97,61.3,36,1,8.05,1518831300
<citipy.citipy.City object at 0x000001BC4A5E6588>,ambovombe,mg,-25.18,71.01,96,20,3.89,1518832933
<citipy.citipy.City object at 0x000001BC4A582080>,domoni,km,,,,,,
<citipy.citipy.City object at 0x000001BC49ABFBE0>,guilin,cn,25.28,57.2,82,75,2.24,1518829200
<citipy.citipy.City object at 0x000001BC49C5FDA0>,eitorf,de,50.77,30.92,81,0,4.7,1518832200
<citipy.citipy.City object at 0x000001BC49A47A90>,kisangani,cd,0.52,74.92,96,12,4.12,1518832935
<citipy.citipy.City object at 0x000001BC4B506FD0>,puerto ayacucho,ve,5.66,86,58,20,6.93,1518829200
