0,City,Country,Latitude,Temperature,Humidity,Cloud Cover,Wind Speed,Date
<citipy.citipy.City object at 0x000001BC4A7395C0>,mersing,my,2.43,83.61,77,0,8.37,1518832935
<citipy.citipy.City object at 0x000001BC4992EE48>,mancio lima,br,,,,,,
<citipy.citipy.City object at 0x000001BC4995A198>,pauini,br,-7.71,73.57,99,8,3.22,1518832936
<citipy.citipy.City object at 0x000001BC4A647A58>,axtla,mx,,,,,,
<citipy.citipy.City object at 0x000001BC4A7BC278>,kautokeino,no,69.01,6.39,77,64,2.51,1518832936
<citipy.citipy.City object at 0x000001BC49C71048>,furstenwalde,de,52.37,30.27,92,75,8.05,1518832200
<citipy.citipy.City object at 0x000001BC4A84BC18>,vaitape,pf,-16.52,79.74,100,76,7.87,1518832937
<citipy.citipy.City object at 0x000001BC4A6E2C50>,san quintin,mx,17.54,82.4,78,20,6.93,1518829200
<citipy.citipy.City object at 0x000001BC4AE7E8D0>,oktyabrskoye,ru,56.73,3.37,75,76,6.13,1518832937
<citipy.citipy.City object at 0x000001BC49F000B8>,narsaq,gl,60.91,6.8,46,44,4.7,1518832200
<citipy.citipy.City object at 0x000001BC4AA8E9E8>,dir,pk,6.33,69.66,46,0,8.32,1518832938
<citipy.citipy.City object at 0x000001BC4A7FAE10>,nizwa,om,22.93,51.61,73,0,2.33,1518832938
<citipy.citipy.City object at 0x000001BC4AFC2FD0>,barentsburg,sj,,,,,,
<citipy.citipy.City object at 0x000001BC497BEB00>,kawana waters,au,,,,,,
<citipy.citipy.City object at 0x000001BC4AF9A748>,umm lajj,sa,25.02,60.84,100,76,4.07,1518832939
<citipy.citipy.City object at 0x000001BC4A543BE0>,mequon,us,43.22,20.14,61,1,3.36,1518831300
<citipy.citipy.City object at 0x000001BC49741B00>,dawlatabad,af,36.41,39.64,100,88,4.9,1518832939
<citipy.citipy.City object at 0x000001BC4A625B00>,quatre cocos,mu,-20.21,78.8,94,20,6.42,1518829200
<citipy.citipy.City object at 0x000001BC4B101CC0>,sribne,ua,50.66,31.14,97,92,3.06,1518832940
<citipy.citipy.City object at 0x000001BC4AF48128>,ust-tsilma,ru,65.44,15.07,71,80,6.87,1518832940
<citipy.citipy.City object at 0x000001BC4A3F9240>,sakaiminato,jp,35.55,39.06,52,75,14.99,1518829200
<citipy.citipy.City object at 0x000001BC497C17F0>,mackay,au,53.65,16.7,61,75,14.99,1518829200
<citipy.citipy.City object at 0x000001BC4B502AC8>,el vigia,ve,26.85,73.4,64,75,9.17,1518828000
<citipy.citipy.City object at 0x000001BC497B5320>,batemans bay,au,-35.71,77.85,64,0,5.91,1518832941
<citipy.citipy.City object at 0x000001BC4A0D3C18>,kupang,id,-10.16,84.2,79,20,8.05,1518831000
<citipy.citipy.City object at 0x000001BC4A2F3160>,sarakhs,ir,36.54,41,86,0,4.7,1518829200
<citipy.citipy.City object at 0x000001BC4B519470>,falealupo,ws,,,,,,
<citipy.citipy.City object at 0x000001BC4AF9AA58>,gizo,sb,31.8,55.4,93,40,3.36,1518830400
<citipy.citipy.City object at 0x000001BC4A8690B8>,antagan,ph,,,,,,
<citipy.citipy.City object at 0x000001BC49AD2CC0>,korla,cn,,,,,,
<citipy.citipy.City object at 0x000001BC49EF1F98>,mana,gf,43.52,31.91,90,40,1.12,1518831000
<citipy.citipy.City object at 0x000001BC49B74470>,pizarro,co,4.95,77.22,100,80,4.52,1518832943
<citipy.citipy.City object at 0x000001BC499D26A0>,senno,by,57.76,26.6,92,92,4.47,1518829200
<citipy.citipy.City object at 0x000001BC4A667B70>,constitucion,mx,23.99,75.2,22,75,3.85,1518828360
<citipy.citipy.City object at 0x000001BC4AD3BFD0>,baykit,ru,61.68,-9.46,65,48,5.08,1518832944
<citipy.citipy.City object at 0x000001BC4AEAD7B8>,preobrazheniye,ru,42.9,11.74,42,8,10.04,1518832944
<citipy.citipy.City object at 0x000001BC4989A400>,amapa,br,15.09,75.2,94,20,6.93,1518832800
<citipy.citipy.City object at 0x000001BC498A7EB8>,axixa do tocantins,br,,,,,,
<citipy.citipy.City object at 0x000001BC49915898>,itarema,br,-2.92,74.83,99,92,4,1518832945
<citipy.citipy.City object at 0x000001BC498900F0>,uyuni,bo,-20.46,44.19,96,92,3.29,1518832945
<citipy.citipy.City object at 0x000001BC4A0E9A90>,simpang,id,4.82,78.8,88,75,2.24,1518829200
<citipy.citipy.City object at 0x000001BC49749CF8>,durres,al,41.32,35.6,93,0,1.12,1518830400
<citipy.citipy.City object at 0x000001BC4AE19BE0>,leshukonskoye,ru,64.9,12.64,79,68,4.56,1518832946
<citipy.citipy.City object at 0x000001BC49A1C898>,prince rupert,ca,54.32,35.6,93,1,3.36,1518829200
<citipy.citipy.City object at 0x000001BC497821D0>,camacupa,ao,-12.02,61.51,98,64,1.61,1518832947
<citipy.citipy.City object at 0x000001BC4AE87470>,ostrovnoy,ru,68.05,19.03,90,68,10.83,1518832947
<citipy.citipy.City object at 0x000001BC4A632860>,acapulco,mx,16.86,80.6,78,40,8.05,1518828240
<citipy.citipy.City object at 0x000001BC4A7A8668>,batsfjord,no,70.63,32.76,100,80,6.91,1518832947
<citipy.citipy.City object at 0x000001BC4A757588>,bauchi,ng,10.31,59.85,53,0,5.08,1518832948
<citipy.citipy.City object at 0x000001BC4AD81400>,dudinka,ru,69.41,2.74,86,76,18.54,1518832948
<citipy.citipy.City object at 0x000001BC4A64A828>,balancan,mx,,,,,,
<citipy.citipy.City object at 0x000001BC4A849BE0>,moerai,pf,-22.43,79.2,100,80,19.1,1518832948
<citipy.citipy.City object at 0x000001BC4A2B6630>,tawang,in,27.59,36.9,49,0,0.98,1518832949
<citipy.citipy.City object at 0x000001BC4A41BD68>,baringo,ke,0.47,56.52,89,0,2.33,1518832949
<citipy.citipy.City object at 0x000001BC49A97710>,tocopilla,cl,-22.09,62.91,100,0,3.51,1518832949
<citipy.citipy.City object at 0x000001BC4B54B0B8>,zambezi,zm,-13.55,61.56,90,12,2.06,1518832950
<citipy.citipy.City object at 0x000001BC4A603AC8>,taoudenni,ml,22.68,62.82,67,92,12.95,1518832950
<citipy.citipy.City object at 0x000001BC4978CCC0>,rio gallegos,ar,-51.62,55.4,43,0,8.05,1518829200
<citipy.citipy.City object at 0x000001BC4A5B48D0>,vievis,lt,54.77,30.38,100,90,6.93,1518831180
<citipy.citipy.City object at 0x000001BC497A2E10>,matrei,at,,,,,,
<citipy.citipy.City object at 0x000001BC49DC64A8>,bonga,et,7.26,58.63,79,32,1.72,1518832951
<citipy.citipy.City object at 0x000001BC4A743630>,cuamba,mz,-14.8,70.56,94,64,6.64,1518832951
<citipy.citipy.City object at 0x000001BC4A3EC0F0>,nemuro,jp,43.32,23,67,75,6.93,1518829200
<citipy.citipy.City object at 0x000001BC49DDBB38>,rovaniemi,fi,66.5,15.8,92,90,6.93,1518832200
<citipy.citipy.City object at 0x000001BC4A59E128>,hambantota,lk,6.12,79.2,100,12,14.63,1518832952
<citipy.citipy.City object at 0x000001BC49902CF8>,igarape-miri,br,,,,,,
<citipy.citipy.City object at 0x000001BC499EF940>,elk point,ca,53.9,14,72,20,9.17,1518829200
<citipy.citipy.City object at 0x000001BC4AF67B70>,voyvozh,ru,62.89,10.89,79,76,7.43,1518832897
<citipy.citipy.City object at 0x000001BC49D52438>,puerto baquerizo moreno,ec,-0.9,77,88,75,9.17,1518829200
<citipy.citipy.City object at 0x000001BC4AAAB390>,pattoki,pk,31.02,55.48,86,0,2.84,1518832953
<citipy.citipy.City object at 0x000001BC49738B00>,la massana,ad,42.54,31.95,82,64,1.61,1518832954
<citipy.citipy.City object at 0x000001BC49E26B00>,mantes-la-jolie,fr,48.99,39.4,86,0,9.17,1518831000
<citipy.citipy.City object at 0x000001BC4B12E198>,bessemer,us,33.4,54.12,81,75,5.12,1518831300
<citipy.citipy.City object at 0x000001BC4978E0B8>,san carlos de bariloche,ar,-41.13,68,49,75,13.87,1518829200
<citipy.citipy.City object at 0x000001BC4B06F518>,asau,tv,,,,,,
<citipy.citipy.City object at 0x000001BC4A7DDEB8>,verdalsora,no,,,,,,
<citipy.citipy.City object at 0x000001BC4A0EB780>,sorong,id,-0.86,83.92,100,24,4.23,1518832955
<citipy.citipy.City object at 0x000001BC4A0C67F0>,denpasar,id,-8.65,84.2,79,20,11.41,1518829200
<citipy.citipy.City object at 0x000001BC49D80668>,amurrio,es,43.05,52.7,93,88,16.11,1518831000
<citipy.citipy.City object at 0x000001BC4AF36F28>,udachnyy,ru,66.42,-12.25,75,56,3.29,1518832956
<citipy.citipy.City object at 0x000001BC49A86C88>,korhogo,ci,9.46,69.57,61,0,3.29,1518832956
<citipy.citipy.City object at 0x000001BC49ABBEB8>,fuyu,cn,47.79,8.37,73,0,10.27,1518832956
<citipy.citipy.City object at 0x000001BC49784438>,saurimo,ao,-9.66,65.7,97,20,2.55,1518832957
<citipy.citipy.City object at 0x000001BC4A0DCEF0>,padang,id,-0.92,80.41,100,0,3.06,1518832957
<citipy.citipy.City object at 0x000001BC4A629438>,souillac,mu,45.6,48.2,93,92,3.36,1518831000
<citipy.citipy.City object at 0x000001BC4AAB8E80>,zhob,pk,31.34,31.09,66,0,2.55,1518832957
<citipy.citipy.City object at 0x000001BC4A746940>,gobabis,na,-22.45,66.2,45,44,2.24,1518829200
<citipy.citipy.City object at 0x000001BC499C3198>,mongar,bt,27.28,57.73,76,24,1.32,1518832958
<citipy.citipy.City object at 0x000001BC4A7495F8>,oranjemund,na,-28.55,62.41,94,44,13.35,1518832958
<citipy.citipy.City object at 0x000001BC4ADE4C50>,komsomolskiy,ru,67.55,16.02,88,88,15.7,1518832959
<citipy.citipy.City object at 0x000001BC4AD71A20>,dalnerechensk,ru,45.93,6.66,71,0,9.37,1518832959
<citipy.citipy.City object at 0x000001BC49CA1518>,laupheim,de,48.23,31.39,97,90,8.05,1518832200
<citipy.citipy.City object at 0x000001BC497CC940>,ulladulla,au,-35.36,82.4,45,40,11.41,1518829200
<citipy.citipy.City object at 0x000001BC49EF7E48>,konongo,gh,6.62,77.85,73,0,10.11,1518832960
<citipy.citipy.City object at 0x000001BC4A851358>,mendi,pg,9.8,64.26,60,92,2.62,1518832960
<citipy.citipy.City object at 0x000001BC49F4C198>,khania,gr,,,,,,
<citipy.citipy.City object at 0x000001BC49ACA240>,huilong,cn,28.89,51.88,87,80,3.11,1518832961
<citipy.citipy.City object at 0x000001BC4AB3A6D8>,antequera,py,-24.09,78.16,78,64,4.12,1518832961
<citipy.citipy.City object at 0x000001BC4AF12588>,svetlogorsk,ru,53.14,3.2,84,0,4.47,1518831000
<citipy.citipy.City object at 0x000001BC4AF732E8>,yar-sale,ru,66.83,1.8,70,36,8.77,1518832961
